State Name,County Name,City Name,Latitude,Longitude,Year,CO,NO2,Temperature,Ozone,PM2.5,Humidity,SO2,Wind Speed
Alabama,Shelby,Calera,33.0928,-86.8072,2020,,,,,,,1.7424764,
Alabama,Shelby,Calera,33.0928,-86.8072,2021,,,,,,,1.6162151999999999,
Alabama,Shelby,Calera,33.0928,-86.8072,2022,,,,,,,2.0050402,
Alabama,Shelby,Calera,33.0928,-86.8072,2023,,,,,,,2.900966,
Alabama,Shelby,Calera,33.0928,-86.8072,2024,,,,,,,2.9756386,
Alabama,Shelby,Calera,33.0928,-86.8072,2025,,,,,,,2.1533556000000003,
Alabama,Shelby,Helena,33.317142,-86.825754,2015,,,,0.04169525,,,,
Alabama,Shelby,Helena,33.317142,-86.825754,2016,,,,0.04552275,,,,
Alabama,Shelby,Helena,33.317142,-86.825754,2017,,,,0.04094525,,,,
Alabama,Shelby,Helena,33.317142,-86.825754,2018,,,,0.04186725,,,,
Alabama,Shelby,Helena,33.317142,-86.825754,2020,,,,0.0380525,,,,
Alabama,Shelby,Helena,33.317142,-86.825754,2021,,,,0.038447999999999996,,,,
Alabama,Shelby,Helena,33.317142,-86.825754,2022,,,,0.0418045,,,,
Alabama,Shelby,Helena,33.317142,-86.825754,2023,,,,0.04470075,,,,
Alabama,Shelby,Helena,33.317142,-86.825754,2024,,,,0.0435375,,,,
Alabama,Shelby,Helena,33.317142,-86.825754,2025,,,,0.03801775,,,,
Alabama,Shelby,Pelham,33.312927,-86.821104,2015,,,,,8.963462,,,
Alabama,Talladega,Childersburg,33.27947,-86.349438,2015,,,,,9.935514,,,
Alabama,Talladega,Childersburg,33.27947,-86.349438,2016,,,,,8.567521,,,
Alabama,Talladega,Childersburg,33.27947,-86.349438,2017,,,,,8.7,,,
Alabama,Tuscaloosa,Tuscaloosa,33.089772,-87.459733,2015,,,,0.039377499999999996,,,,
Alabama,Tuscaloosa,Tuscaloosa,33.089772,-87.459733,2016,,,,0.042446,,,,
Alabama,Tuscaloosa,Tuscaloosa,33.089772,-87.459733,2017,,,,0.038914,,,,
Alabama,Tuscaloosa,Tuscaloosa,33.089772,-87.459733,2018,,,,0.04075075,,,,
Alabama,Tuscaloosa,Tuscaloosa,33.089772,-87.459733,2020,,,,0.0345255,,,,
Alabama,Tuscaloosa,Tuscaloosa,33.089772,-87.459733,2021,,,,0.0340885,,,,
Alabama,Tuscaloosa,Tuscaloosa,33.095379,-87.481507,2022,,,,0.038193,,,,
Alabama,Tuscaloosa,Tuscaloosa,33.095379,-87.481507,2023,,,,0.041971,7.9283575555555545,,,
Alabama,Tuscaloosa,Tuscaloosa,33.095379,-87.481507,2024,,,,0.040796,5.559704,,,
Alabama,Tuscaloosa,Tuscaloosa,33.095379,-87.481507,2025,,,,0.038611,6.975642666666667,,,
Alabama,Tuscaloosa,Tuscaloosa,33.189931,-87.484189,2015,,,,,8.724779,,,
Alabama,Tuscaloosa,Tuscaloosa,33.189931,-87.484189,2016,,,,,7.421875,,,
Alabama,Tuscaloosa,Tuscaloosa,33.189931,-87.484189,2017,,,,,8.115909,,,
Alabama,Tuscaloosa,Tuscaloosa,33.189931,-87.484189,2018,,,,,7.710619,,,
Alabama,Tuscaloosa,Tuscaloosa,33.189931,-87.484189,2020,,,,,7.516239,,,
Alabama,Tuscaloosa,Tuscaloosa,33.189931,-87.484189,2021,,,,,7.7891205,,,
Alabama,Tuscaloosa,Tuscaloosa,33.189931,-87.484189,2022,,,,,7.996042,,,
Alaska,Anchorage ,Anchorage,61.205861,-149.824602,2015,0.6143814999999999,,,,6.319050888888889,,,
Alaska,Anchorage ,Anchorage,61.205861,-149.824602,2016,0.698097,,,,6.450134444444445,,,
Alaska,Anchorage ,Anchorage,61.205861,-149.824602,2017,0.6822845,,,,5.357515,,,
Alaska,Anchorage ,Anchorage,61.205861,-149.824602,2018,0.52624,,,,5.4121588888888885,,,
Alaska,Anchorage ,Anchorage,61.205861,-149.824602,2020,0.430105,,,,5.842375111111111,,,
Alaska,Anchorage ,Anchorage,61.205861,-149.824602,2021,0.3707215,,,,6.075273333333333,,,
Alaska,Anchorage ,Anchorage,61.205861,-149.824602,2022,0.339489,,,,4.597248117647059,,,
Alaska,Anchorage ,Anchorage,61.205861,-149.824602,2023,0.3594335,,,,4.467046117647059,,,
Alaska,Anchorage ,Anchorage,61.205861,-149.824602,2024,0.367449,,,,5.119358176470588,,,
